,accession,dec.date,country,V3,region
2677,MW731851,[2016.582:2016.664],Germany,2016.610507,Europe
2678,MN403236,2016.339,Spain,2016.339,Europe
2679,MN403190,2016.44,Spain,2016.44,Europe
2680,KX830923,[2016.497:2016.579],Germany,2016.497,Europe
2681,KX830906,[2016.497:2016.579],Germany,2016.497,Europe
2682,KX830907,[2016.497:2016.579],Germany,2016.579,Europe
2683,MH307383,2016.563,Spain,2016.563,Europe
2684,MH674156,2016.667,Sweden,2016.667,Europe
2685,MN403264,2016.787,Spain,2016.787,Europe
2686,MH307384,2016.451,Spain,2016.451,Europe
2687,KY272932,2016.497,France,2016.497,Europe
2688,MN726772,2016.661,Netherlands,2016.661,Europe
2689,MH674136,2016.689,Sweden,2016.689,Europe
2690,MH307395,2016.415,Spain,2016.415,Europe
2691,MH307368,2016.404,Spain,2016.404,Europe
2692,MH307404,2016.298,Spain,2016.298,Europe
2693,MH307367,2016.369,Spain,2016.369,Europe
2694,KY272950,2016.675,France,2016.675,Europe
2695,KY272943,2016.566,France,2016.566,Europe
2696,MH674130,2016.675,Sweden,2016.675,Europe
2697,MH307407,2016.448,Spain,2016.448,Europe
2698,MH307389,2016.587,Spain,2016.587,Europe
2699,MH674157,2016.669,Sweden,2016.669,Europe
2700,MH307393,2016.541,Spain,2016.541,Europe
2701,MW731847,[2016.582:2016.664],Germany,2016.645256,Europe
2702,MW731831,[2016.582:2016.664],Germany,2016.645635,Europe
2703,MW731857,[2016.667:2016.738],Germany,2016.667,Europe
2704,MH674144,2016.658,Sweden,2016.658,Europe
2705,MH674120,2016.648,Sweden,2016.648,Europe
2706,MH674153,2016.664,Sweden,2016.664,Europe
2707,MH674127,2016.664,Sweden,2016.664,Europe
2708,MH307376,2016.314,Spain,2016.314,Europe
2709,MH307372,2016.322,Spain,2016.322,Europe
2710,MH307388,2016.464,Spain,2016.464,Europe
2711,MH307390,2016.596,Spain,2016.596,Europe
2712,MH307371,2016.347,Spain,2016.347,Europe
2713,MH307391,2016.454,Spain,2016.454,Europe
2714,KX830905,[2016.415:2016.495],Germany,2016.415,Europe
2715,KX530787,2016.475,Spain,2016.475,Europe
2716,MH307386,2016.437,Spain,2016.437,Europe
2717,MH307374,2016.377,Spain,2016.377,Europe
2718,MH307377,2016.336,Spain,2016.336,Europe
2719,MH307369,2016.199,Spain,2016.199,Europe
2720,MH307365,2016.396,Spain,2016.396,Europe
2721,MH307379,2016.331,Spain,2016.331,Europe
2722,MH307392,2016.47,Spain,2016.47,Europe
2723,MH307382,2016.481,Spain,2016.481,Europe
2724,MH307387,2016.437,Spain,2016.437,Europe
2725,MH307396,2016.421,Spain,2016.421,Europe
2726,MH307397,2016.486,Spain,2016.486,Europe
2727,MH307399,2016.459,Spain,2016.459,Europe
2728,MN726784,2016.713,Netherlands,2016.713,Europe
2729,MH307402,2016.467,Spain,2016.467,Europe
2730,MH307405,2016.486,Spain,2016.486,Europe
2731,MH307385,2016.489,Spain,2016.489,Europe
2732,MH307400,2016.369,Spain,2016.369,Europe
2733,KY385880,2016.607,USA,2016.607,North America
2734,MN403162,2016.568,Spain,2016.568,Europe
2735,KY292526,[2016:2016.997],USA,2016.540621,North America
2736,MN726761,2016.53,Netherlands,2016.53,Europe
2737,MN403262,2016.784,Spain,2016.784,Europe
2738,MN403280,2016.686,Spain,2016.686,Europe
2739,MK377395,2015.899,United Kingdom,2015.899,Europe
2740,MN018241,2015.899,United Kingdom,2015.899,Europe
2741,MN403286,2016.732,Spain,2016.732,Europe
2742,MN403195,2016.451,Spain,2016.451,Europe
2743,MH674161,2016.689,Sweden,2016.689,Europe
2744,MN403107,2016.626,Spain,2016.626,Europe
2745,MH674128,2016.675,Sweden,2016.675,Europe
2746,MN018237,2016.527,United Kingdom,2016.527,Europe
2747,MK377389,2016.527,United Kingdom,2016.527,Europe
2748,MN403235,2016.358,Spain,2016.358,Europe
2749,MN403118,2016.317,Spain,2016.317,Europe
2750,MN403244,2016.388,Spain,2016.388,Europe
2751,MN403211,2016.481,Spain,2016.481,Europe
2752,MN403247,2016.396,Spain,2016.396,Europe
2753,MN018244,2015.745,United Kingdom,2015.745,Europe
2754,MK377397,2015.745,United Kingdom,2015.745,Europe
2755,MH084320,2015.899,United Kingdom,2015.899,Europe
2756,KY457571,[2016.582:2016.656],Denmark,2016.582,Europe
2757,MN403265,2016.773,Spain,2016.773,Europe
2758,MN018243,2015.899,United Kingdom,2015.899,Europe
2759,MK377404,2015.899,United Kingdom,2015.899,Europe
2760,MN403245,2016.393,Spain,2016.393,Europe
2761,MH674131,2016.675,Sweden,2016.675,Europe
2762,MN403193,2016.451,Spain,2016.451,Europe
2763,MN403206,2016.475,Spain,2016.475,Europe
2764,MN403214,2016.489,Spain,2016.489,Europe
2765,MN403281,2016.678,Spain,2016.678,Europe
2766,MW731859,[2016.667:2016.738],Germany,2016.738,Europe
2767,MN403191,2016.443,Spain,2016.443,Europe
2768,MN403161,2016.56,Spain,2016.56,Europe
2769,MT791932,2016.514,France,2016.514,Europe
2770,MW731858,[2016.675:2016.746],Germany,2016.746,Europe
2771,KY385885,2016.661,USA,2016.661,North America
2772,MN259110,[2016:2016.997],USA,2016.357455,North America
2773,MN173591,2016.62,USA,2016.62,North America
2774,KX830897,[2016.415:2016.486],Germany,2016.415,Europe
2775,MN403163,2016.579,Spain,2016.579,Europe
2776,MN259114,[2016:2016.997],USA,2016.015103,North America
2777,KX957757,2016.541,USA,2016.541,North America
2778,KX957760,2016.557,USA,2016.557,North America
2779,KX957756,2016.53,USA,2016.53,North America
2780,KX957759,2016.544,USA,2016.544,North America
2781,MN259117,[2016:2016.997],USA,2016.814949,North America
2782,KY385889,2016.489,USA,2016.489,North America
2783,KY272933,2016.503,France,2016.503,Europe
2784,KY272930,2016.497,France,2016.497,Europe
2785,KY272935,2016.516,France,2016.516,Europe
2786,KY272942,2016.566,France,2016.566,Europe
2787,KY272953,2016.434,France,2016.434,Europe
2788,MK105980,2016.434,France,2016.434,Europe
2789,KY272939,2016.522,France,2016.522,Europe
2790,KY272917,2016.454,France,2016.454,Europe
2791,KY272923,2016.481,France,2016.481,Europe
2792,KY457572,[2016.582:2016.664],Denmark,2016.649118,Europe
2793,MH674124,2016.661,Sweden,2016.661,Europe
2794,MH674154,2016.664,Sweden,2016.664,Europe
2795,MN403278,2016.669,Spain,2016.669,Europe
2796,MN403110,2016.664,Spain,2016.664,Europe
2797,MH307401,2016.915,Spain,2016.915,Europe
2798,MH674129,2016.675,Sweden,2016.675,Europe
2799,MH674121,2016.656,Sweden,2016.656,Europe
2800,MN403215,2016.489,Spain,2016.489,Europe
2801,MN403217,2016.492,Spain,2016.492,Europe
2802,KX949563,[2016.164:2016.246],Spain,2016.220493,Europe
2803,KX949564,[2016.164:2016.246],Spain,2016.220493,Europe
2804,MH674142,2016.648,Sweden,2016.648,Europe
2805,MN403231,2016.221,Spain,2016.221,Europe
2806,MH674162,2016.691,Sweden,2016.691,Europe
2807,MH674151,2016.661,Sweden,2016.661,Europe
2808,MW731853,[2016.667:2016.738],Germany,2016.667,Europe
2809,MN403157,2016.536,Spain,2016.536,Europe
2810,MN403216,2016.492,Spain,2016.492,Europe
2811,KX830924,[2016.429:2016.495],Germany,2016.495,Europe
2812,KX830925,[2016.497:2016.579],Germany,2016.579,Europe
2813,MW731854,[2016.675:2016.746],Germany,2016.746,Europe
2814,KY272946,2016.579,France,2016.579,Europe
2815,KY272945,2016.579,France,2016.579,Europe
2816,KY272921,2016.475,France,2016.475,Europe
2817,KY272940,2016.536,France,2016.536,Europe
2818,MW731856,[2016.667:2016.738],Germany,2016.667,Europe
2819,MN403111,2016.281,Spain,2016.281,Europe
2820,MN403219,2016.492,Spain,2016.492,Europe
2821,MN403238,2016.352,Spain,2016.352,Europe
2822,MN403248,2016.399,Spain,2016.399,Europe
2823,MH674166,2016.708,Sweden,2016.708,Europe
2824,MK419053,2018.734,USA,2018.734,North America
2825,MK419064,2018.753,USA,2018.753,North America
2826,KY272937,2016.522,France,2016.522,Europe
2827,MH470371,[2016.59:2016.664],Germany,2016.602905,Europe
2828,MN403220,2016.489,Spain,2016.489,Europe
2829,MN403218,2016.492,Spain,2016.492,Europe
2830,MN403207,2016.473,Spain,2016.473,Europe
2831,MN403210,2016.486,Spain,2016.486,Europe
2832,MN403181,2016.432,Spain,2016.432,Europe
2833,MN403202,2016.467,Spain,2016.467,Europe
2834,MN403200,2016.459,Spain,2016.459,Europe
2835,LC515241,2018.786,Japan,2018.786,Eastern Asia
2836,KX949562,[2016.085:2016.161],Spain,2016.135795,Europe
2837,MN403138,2016.137,Spain,2016.137,Europe
2838,KX949560,[2016.085:2016.161],Spain,2016.085,Europe
2839,KX949561,[2016.085:2016.161],Spain,2016.085,Europe
2840,MH084323,2016.664,United Kingdom,2016.664,Europe
2841,MK377400,2016.664,United Kingdom,2016.664,Europe
2842,MK377394,2016.492,United Kingdom,2016.492,Europe
2843,MN018239,2016.492,United Kingdom,2016.492,Europe
2844,MN018240,2016.664,United Kingdom,2016.664,Europe
2845,MW731862,[2016.749:2016.831],Germany,2016.749,Europe
2846,MN403288,2016.724,Spain,2016.724,Europe
2847,MH674135,2016.689,Sweden,2016.689,Europe
2848,MH844544,2016.667,Sweden,2016.667,Europe
2849,MH674141,2016.639,Sweden,2016.639,Europe
2850,MN018238,2016.686,United Kingdom,2016.686,Europe
2851,MK377390,2016.686,United Kingdom,2016.686,Europe
2852,MH674152,2016.664,Sweden,2016.664,Europe
2853,KX830908,[2016.497:2016.579],Germany,2016.53173,Europe
2854,KX830909,[2016.497:2016.579],Germany,2016.53173,Europe
2855,MK377396,2016.071,United Kingdom,2016.071,Europe
2856,MN018242,2016.071,United Kingdom,2016.071,Europe
2857,MN403209,2016.478,Spain,2016.478,Europe
2858,MW731848,[2016.582:2016.656],Germany,2016.656,Europe
2859,MN403173,2016.418,Spain,2016.418,Europe
2860,MN403113,2016.27,Spain,2016.27,Europe
2861,MN403143,2016.071,Spain,2016.071,Europe
2862,MN403282,2016.705,Spain,2016.705,Europe
2863,MN403285,2016.713,Spain,2016.713,Europe
2864,MN403212,2016.478,Spain,2016.478,Europe
2865,MN403213,2016.475,Spain,2016.475,Europe
2866,MN403204,2016.467,Spain,2016.467,Europe
2867,MN403158,2016.508,Spain,2016.508,Europe
2868,MN403205,2016.473,Spain,2016.473,Europe
2869,MN403208,2016.473,Spain,2016.473,Europe
2870,MN403164,2016.546,Spain,2016.546,Europe
2871,MN403154,2016.508,Spain,2016.508,Europe
2872,MN403152,2016.508,Spain,2016.508,Europe
2873,MN403153,2016.508,Spain,2016.508,Europe
2874,MN403198,2016.454,Spain,2016.454,Europe
2875,MN403196,2016.454,Spain,2016.454,Europe
2876,MN403106,2016.612,Spain,2016.612,Europe
2877,MN403279,2016.678,Spain,2016.678,Europe
2878,MN403185,2016.445,Spain,2016.445,Europe
2879,MN403201,2016.467,Spain,2016.467,Europe
2880,MN403194,2016.451,Spain,2016.451,Europe
2881,MN403197,2016.454,Spain,2016.454,Europe
2882,MN403184,2016.44,Spain,2016.44,Europe
2883,MN403203,2016.445,Spain,2016.445,Europe
2884,MN403189,2016.434,Spain,2016.434,Europe
2885,MN403192,2016.434,Spain,2016.434,Europe
2886,MN403178,2016.429,Spain,2016.429,Europe
2887,MN403180,2016.429,Spain,2016.429,Europe
2888,MN403174,2016.421,Spain,2016.421,Europe
2889,MN403176,2016.421,Spain,2016.421,Europe
2890,MN403170,2016.415,Spain,2016.415,Europe
2891,MN403172,2016.415,Spain,2016.415,Europe
2892,MN403182,2016.434,Spain,2016.434,Europe
2893,MN403187,2016.432,Spain,2016.432,Europe
2894,MN403246,2016.393,Spain,2016.393,Europe
2895,MN403252,2016.396,Spain,2016.396,Europe
2896,MN403253,2016.393,Spain,2016.393,Europe
2897,MN403251,2016.393,Spain,2016.393,Europe
2898,MN403243,2016.374,Spain,2016.374,Europe
2899,MN403240,2016.363,Spain,2016.363,Europe
2900,MN403254,2016.413,Spain,2016.413,Europe
2901,MN403250,2016.391,Spain,2016.391,Europe
2902,MN403115,2016.303,Spain,2016.303,Europe
2903,MN403116,2016.306,Spain,2016.306,Europe
2904,MN403119,2016.328,Spain,2016.328,Europe
2905,MN403117,2016.314,Spain,2016.314,Europe
2906,MN403175,2016.418,Spain,2016.418,Europe
2907,MN403171,2016.418,Spain,2016.418,Europe
2908,MN403261,2016.749,Spain,2016.749,Europe
2909,KX685076,2016.555,Netherlands,2016.555,Europe
2910,MW731860,[2016.667:2016.738],Germany,2016.667,Europe
2911,MN403230,2016.191,Spain,2016.191,Europe
2912,MN403199,2016.191,Spain,2016.191,Europe
2913,MW731832,[2016.593:2016.664],Germany,2016.664,Europe
2914,MW731844,[2016.582:2016.664],Germany,2016.639345,Europe
2915,MW731846,[2016.582:2016.664],Germany,2016.639345,Europe
2916,MW731829,[2016.582:2016.664],Germany,2016.597232,Europe
2917,MH674122,2016.656,Sweden,2016.656,Europe
2918,MF073338,2016.495,Italy,2016.495,Europe
2919,MH118296,[2016.505:2016.579],Italy,2016.579,Europe
2920,MF073343,2016.295,Italy,2016.295,Europe
2921,KY272938,2016.536,France,2016.536,Europe
2922,MF073347,2016.421,Italy,2016.421,Europe
2923,MF073348,2016.426,Italy,2016.426,Europe
2924,MF073345,2016.391,Italy,2016.391,Europe
2925,MF073351,2016.525,Italy,2016.525,Europe
2926,MF073354,2016.492,Italy,2016.492,Europe
2927,MF073344,2016.383,Italy,2016.383,Europe
2928,MF073340,2016.544,Italy,2016.544,Europe
2929,MH674158,2016.678,Sweden,2016.678,Europe
2930,KY272918,2016.454,France,2016.454,Europe
2931,KY272934,2016.5,France,2016.5,Europe
2932,KY272920,2016.467,France,2016.467,Europe
2933,MN403160,2016.546,Spain,2016.546,Europe
2934,MK301353,2018.767,Italy,2018.767,Europe
2935,MK301351,2018.742,Italy,2018.742,Europe
2936,OL829844,[2021.748:2021.83],United Kingdom,2021.776667,Europe
2937,OL687539,2021.778,United Kingdom,2021.778,Europe
2938,OL829841,[2021.666:2021.745],United Kingdom,2021.739426,Europe
2939,OL687538,2021.74,United Kingdom,2021.74,Europe
2940,ON006422,2021.726,France,2021.726,Europe
2941,ON006421,2021.8,France,2021.8,Europe
2942,KY272929,2016.497,France,2016.497,Europe
2943,KY272941,2016.552,France,2016.552,Europe
2944,KY272928,2016.495,France,2016.495,Europe
2945,MT791929,2016.615,France,2016.615,Europe
2946,MT795867,2016.751,France,2016.751,Europe
2947,KY272919,2016.459,France,2016.459,Europe
2948,KY272959,2016.795,France,2016.795,Europe
2949,KY272948,2016.634,France,2016.634,Europe
2950,KY272924,2016.481,France,2016.481,Europe
2951,MT789735,2016.525,France,2016.525,Europe
2952,KY272951,2016.694,France,2016.694,Europe
2953,KY272944,2016.574,France,2016.574,Europe
2954,MH674148,2016.658,Sweden,2016.658,Europe
2955,MT795868,2016.743,France,2016.743,Europe
2956,KY272936,2016.522,France,2016.522,Europe
2957,KY272955,2016.516,France,2016.516,Europe
2958,KY272925,2016.492,France,2016.492,Europe
2959,KY272926,2016.492,France,2016.492,Europe
2960,KY272949,2016.637,France,2016.637,Europe
2961,KY272931,2016.497,France,2016.497,Europe
2962,MK521591,2016.448,Senegal,2016.448,Western Africa
2963,KY272927,2016.492,France,2016.492,Europe
2964,MK105981,2016.44,France,2016.44,Europe
2965,KY272954,2016.44,France,2016.44,Europe
2966,MH674123,2016.661,Sweden,2016.661,Europe
2967,MW731840,[2016.582:2016.664],Germany,2016.582,Europe
2968,KY272958,2016.735,France,2016.735,Europe
2969,MH307398,2016.883,Spain,2016.883,Europe
2970,MW731834,[2016.582:2016.664],Germany,2016.664,Europe
2971,MH674163,2016.694,Sweden,2016.694,Europe
2972,MH674164,2016.699,Sweden,2016.699,Europe
2973,MN403226,2018.468,Spain,2018.468,Europe
2974,MN245419,2018.734,Spain,2018.734,Europe
2975,MN403294,2018.671,Spain,2018.671,Europe
2976,MN403268,2018.773,Spain,2018.773,Europe
2977,MN403167,2018.501,Spain,2018.501,Europe
2978,MN726794,2018.773,Netherlands,2018.773,Europe
2979,MN403165,2018.499,Spain,2018.499,Europe
2980,MN245443,2018.808,Netherlands,2018.808,Europe
2981,MN245438,2018.737,Netherlands,2018.737,Europe
2982,MT789745,2018.973,France,2018.973,Europe
2983,MN245435,2018.696,Netherlands,2018.696,Europe
2984,MN245410,2018.734,Switzerland,2018.734,Europe
2985,MK121716,2018.721,France,2018.721,Europe
2986,MN245428,2018.8,Spain,2018.8,Europe
2987,MN403259,2018.855,Spain,2018.855,Europe
2988,MN403122,2018.633,Spain,2018.633,Europe
2989,MN403121,2018.611,Spain,2018.611,Europe
2990,MN245402,2018.77,Belgium,2018.77,Europe
2991,MN245426,2018.663,Spain,2018.663,Europe
2992,MZ576297,2018.715,United Kingdom,2018.715,Europe
2993,MZ576286,2018.679,United Kingdom,2018.679,Europe
2994,MN253123,2018.882,Spain,2018.882,Europe
2995,MN245431,2018.844,Spain,2018.844,Europe
2996,MK419061,2018.751,USA,2018.751,North America
2997,MN403298,2018.729,Spain,2018.729,Europe
2998,MN403228,2018.485,Spain,2018.485,Europe
2999,MN726797,2018.923,Netherlands,2018.923,Europe
3000,MK105985,2018.69,France,2018.69,Europe
3001,MK121712,2018.69,France,2018.69,Europe
3002,MN403227,2018.485,Spain,2018.485,Europe
3003,MK301347,2018.729,Italy,2018.729,Europe
3004,MZ576301,2018.729,United Kingdom,2018.729,Europe
3005,MN018236,2018.934,United Kingdom,2018.934,Europe
3006,MN403277,2018.814,Spain,2018.814,Europe
3007,MN726790,2018.748,Netherlands,2018.748,Europe
3008,MZ576306,2018.74,United Kingdom,2018.74,Europe
3009,MN726792,2018.616,Netherlands,2018.616,Europe
3010,MN764889,2019.044,Netherlands,2019.044,Europe
3011,MK419073,2018.775,USA,2018.775,North America
3012,MT789746,2018.893,France,2018.893,Europe
3013,MN814240,2019.553,Germany,2019.553,Europe
3014,MN814247,2019.841,Germany,2019.841,Europe
3015,MK121711,2018.688,France,2018.688,Europe
3016,MK105984,2018.688,France,2018.688,Europe
3017,MK301354,2018.786,Italy,2018.786,Europe
3018,MT789747,2018.778,France,2018.778,Europe
3019,MK121715,2018.701,France,2018.701,Europe
3020,MK105988,2018.701,France,2018.701,Europe
3021,MK105983,2018.627,France,2018.627,Europe
3022,MK121710,2018.627,France,2018.627,Europe
3023,MZ576316,2018.762,United Kingdom,2018.762,Europe
3024,MN245416,2018.723,Spain,2018.723,Europe
3025,MN245988,[2018:2018.997],USA,2018,North America
3026,MK836151,[2018.581:2018.655],USA,2018.655,North America
3027,MN246008,[2018:2018.997],USA,2018.490872,North America
3028,MN246009,[2018:2018.997],USA,2018.490872,North America
3029,MN245999,[2018:2018.682],USA,2018.336536,North America
3030,MN245992,[2018:2018.997],USA,2018.788963,North America
3031,MZ576308,2018.745,United Kingdom,2018.745,Europe
3032,MK419044,2018.712,USA,2018.712,North America
3033,MK419072,2018.773,USA,2018.773,North America
3034,MT795861,2018.477,France,2018.477,Europe
3035,MK419074,2018.775,USA,2018.775,North America
3036,MK836149,[2018.581:2018.663],USA,2018.663,North America
3037,LC627049,2018.836,Japan,2018.836,Eastern Asia
3038,OL687537,2018.658,United Kingdom,2018.658,Europe
3039,MK836148,[2018.581:2018.663],USA,2018.581,North America
3040,OK085462,[2018.923:2018.997],Australia,2018.951488,Australia and New Zealand
3041,MN246028,[2018:2018.997],USA,2018.506555,North America
3042,MK419034,2018.619,USA,2018.619,North America
3043,MK419036,2018.63,USA,2018.63,North America
3044,MK419076,2018.778,USA,2018.778,North America
3045,MK419054,2018.734,USA,2018.734,North America
3046,MK419055,2018.74,USA,2018.74,North America
3047,MN246020,[2018:2018.997],USA,2018.885729,North America
3048,MN246023,[2018.636:2018.997],USA,2018.636,North America
3049,MN246021,[2018.696:2018.997],USA,2018.696,North America
3050,MN246024,[2018.784:2018.997],USA,2018.896611,North America
3051,MK419068,2018.767,USA,2018.767,North America
3052,MN246015,[2018:2018.997],USA,2018,North America
3053,MK659589,[2018.674:2018.745],USA,2018.674,North America
3054,MK659595,[2018.677:2018.745],USA,2018.745,North America
3055,MK419049,2018.723,USA,2018.723,North America
3056,MK419058,2018.74,USA,2018.74,North America
3057,MK419046,2018.71,USA,2018.71,North America
3058,MK419038,2018.666,USA,2018.666,North America
3059,MK419035,2018.622,USA,2018.622,North America
3060,MN245993,[2018:2018.592],USA,2018,North America
3061,MK836145,[2018.581:2018.655],USA,2018.581,North America
3062,MN245991,[2018:2018.997],USA,2018.144696,North America
3063,MN246007,[2018:2018.6],USA,2018,North America
3064,MN246016,[2018:2018.997],USA,2018.443869,North America
3065,MK419042,2018.707,USA,2018.707,North America
3066,MK419041,2018.69,USA,2018.69,North America
3067,MN403249,2016.413,Spain,2016.413,Europe
3068,MN246001,[2018:2018.666],USA,2018.012542,North America
3069,MK659600,[2018.581:2018.655],USA,2018.655,North America
3070,MK659597,[2018.666:2018.745],USA,2018.745,North America
3071,MN246005,[2018.197:2018.997],USA,2018.197,North America
3072,MN173594,2018.89,USA,2018.89,North America
3073,MN246031,[2018:2018.997],USA,2018.073188,North America
3074,MK419047,2018.71,USA,2018.71,North America
3075,MK419037,2018.655,USA,2018.655,North America
3076,MK419059,2018.742,USA,2018.742,North America
3077,OW122595,[2018.666:2018.745],Switzerland,2018.684219,Europe
3078,MK419040,2018.685,USA,2018.685,North America
3079,MK659593,[2018.666:2018.745],USA,2018.745,North America
3080,MK659599,[2018.581:2018.663],USA,2018.663,North America
3081,MK659602,[2018.592:2018.663],USA,2018.663,North America
3082,MK659591,[2018.666:2018.737],USA,2018.666,North America
3083,MK419067,2018.762,USA,2018.762,North America
3084,MK836152,[2018.581:2018.663],USA,2018.59936,North America
3085,MK836150,[2018.581:2018.663],USA,2018.581,North America
3086,MK659588,[2018.666:2018.734],USA,2018.666,North America
3087,MN245987,[2018.66:2018.997],USA,2018.997,North America
3088,MN246035,[2018:2018.997],USA,2018.942386,North America
3089,MT081368,[2018:2018.997],USA,2018.942386,North America
3090,OK085456,[2019.247:2019.318],Australia,2019.318,Australia and New Zealand
3091,OK085457,[2019.247:2019.326],Australia,2019.247,Australia and New Zealand
3092,OK085459,[2019.247:2019.326],Australia,2019.247,Australia and New Zealand
3093,OK085458,[2019.162:2019.244],Australia,2019.244,Australia and New Zealand
3094,OK085436,[2019.247:2019.318],Australia,2019.247,Australia and New Zealand
3095,MN245994,[2018:2018.997],USA,2018.997,North America
3096,OP321139,[2022:2022.668],USA,2022,North America
3097,OP321151,[2022.504:2022.94],USA,2022.94,North America
3098,OP321148,[2022:2022.753],USA,2022,North America
3099,OP321144,[2022:2022.682],USA,2022,North America
3100,OP321152,[2022.679:2022.94],USA,2022.94,North America
3101,OP321141,[2022:2022.551],USA,2022,North America
3102,OP321145,[2022:2022.564],USA,2022.359072,North America
3103,OP321153,[2022:2022.94],USA,2022.580525,North America
3104,OP321150,[2022:2022.94],USA,2022.416714,North America
3105,OP321146,[2022:2022.633],USA,2022.476352,North America
3106,OP321154,[2022:2022.633],USA,2022.476352,North America
3107,OP321142,[2022:2022.94],USA,2022,North America
3108,OP321147,[2022:2022.94],USA,2022.687224,North America
3109,OP321143,[2022:2022.94],USA,2022.657868,North America
3110,MN246022,[2018:2018.71],USA,2018.71,North America
3111,MN246012,[2018:2018.997],USA,2018.47825,North America
3112,MN246037,[2018:2018.997],USA,2018.749587,North America
3113,MK836168,[2018.748:2018.822],USA,2018.748,North America
3114,MN245989,[2018:2018.997],USA,2018.764305,North America
3115,MN246003,[2018.764:2018.997],USA,2018.997,North America
3116,MN245986,[2018:2018.997],USA,2018.504652,North America
3117,MN245984,[2018:2018.997],USA,2018.218537,North America
3118,MN245985,[2018:2018.997],USA,2018.218537,North America
3119,MZ576323,2018.767,United Kingdom,2018.767,Europe
3120,MK419080,2018.819,USA,2018.819,North America
3121,MK419070,2018.77,USA,2018.77,North America
3122,MK659604,[2018.581:2018.663],USA,2018.663,North America
3123,MK419065,2018.756,USA,2018.756,North America
3124,MN246032,[2018.781:2018.997],USA,2018.997,North America
3125,MK419071,2018.775,USA,2018.775,North America
3126,MN246018,[2018:2018.997],USA,2018,North America
3127,MN246006,[2018:2018.997],USA,2018,North America
3128,MN246019,[2018.589:2018.962],USA,2018.589,North America
3129,MN245401,2018.773,Belgium,2018.773,Europe
3130,MN245405,2018.751,Belgium,2018.751,Europe
3131,MN245982,[2018:2018.997],USA,2018,North America
3132,MN246017,[2018:2018.997],USA,2018,North America
3133,MK491181,[2018.595:2018.663],USA,2018.595,North America
3134,OK085463,[2018.915:2018.989],Australia,2018.915,Australia and New Zealand
3135,OK085464,[2018.915:2018.997],Australia,2018.997,Australia and New Zealand
3136,MK659590,[2018.581:2018.663],USA,2018.581,North America
3137,MK419033,2018.595,USA,2018.595,North America
3138,MN245403,2018.775,Belgium,2018.775,Europe
3139,MN246002,[2018.764:2018.997],USA,2018.764,North America
3140,MN809623,2019.866,Netherlands,2019.866,Europe
3141,OK085439,[2019.247:2019.318],Australia,2019.247,Australia and New Zealand
3142,OK085455,[2019.255:2019.326],Australia,2019.326,Australia and New Zealand
3143,OK085440,[2019.247:2019.318],Australia,2019.318,Australia and New Zealand
3144,OK085454,[2019.247:2019.318],Australia,2019.247,Australia and New Zealand
3145,OK085453,[2019.162:2019.236],Australia,2019.162,Australia and New Zealand
3146,MN245996,[2018:2018.545],USA,2018.534625,North America
3147,MK419048,2018.718,USA,2018.718,North America
3148,MK419043,2018.699,USA,2018.699,North America
3149,MK659594,[2018.597:2018.663],USA,2018.663,North America
3150,MK659603,[2018.666:2018.734],USA,2018.666,North America
3151,MK659601,[2018.666:2018.745],USA,2018.745,North America
3152,MN246010,[2018:2018.997],USA,2018,North America
3153,MT789742,2018.926,France,2018.926,Europe
3154,MN246029,[2018:2018.997],USA,2018.997,North America
3155,MN246034,[2018:2018.997],USA,2018,North America
3156,MK491182,[2018.674:2018.745],USA,2018.745,North America
3157,MN245983,[2018:2018.997],USA,2018.387668,North America
3158,MN246011,[2018:2018.997],USA,2018.702809,North America
3159,MN245990,[2018.425:2018.997],USA,2018.908669,North America
3160,MK689392,[2018.666:2018.745],USA,2018.714556,North America
3161,MN365200,[2018.666:2018.745],USA,2018.714556,North America
3162,MK419045,2018.712,USA,2018.712,North America
3163,MN403166,2018.556,Spain,2018.556,Europe
3164,MK491180,[2018.592:2018.663],USA,2018.663,North America
3165,MN245981,[2018.526:2018.929],USA,2018.637505,North America
3166,MN246004,[2018:2018.997],USA,2018.506973,North America
3167,MK659596,[2018.674:2018.745],USA,2018.674,North America
3168,MN246026,[2018.427:2018.997],USA,2018.427,North America
3169,MN246013,[2018.427:2018.997],USA,2018.427,North America
3170,MN245995,[2018.425:2018.997],USA,2018.676051,North America
3171,MN246036,[2018.438:2018.997],USA,2018.74108,North America
3172,MK419056,2018.742,USA,2018.742,North America
3173,MZ576319,2018.764,United Kingdom,2018.764,Europe
3174,MK419052,2018.729,USA,2018.729,North America
3175,MK419050,2018.721,USA,2018.721,North America
3176,MN246038,[2018.784:2018.997],USA,2018.997,North America
3177,MN246000,[2018.701:2018.997],USA,2018.701,North America
3178,MK659592,[2018.666:2018.745],USA,2018.666,North America
3179,MN246027,[2018.682:2018.997],USA,2018.932042,North America
3180,MN245997,[2018.592:2018.975],USA,2018.717577,North America
3181,MN245998,[2018.592:2018.975],USA,2018.717577,North America
3182,MN246039,[2018.614:2018.997],USA,2018.997,North America
3183,MN814246,2019.841,Germany,2019.841,Europe
3184,OK085448,[2019:2019.074],Australia,2019,Australia and New Zealand
3185,OK085437,[2019.162:2019.236],Australia,2019.162,Australia and New Zealand
